Farmer,Record_ID_system_date,Record_ID_system_time,AIR_HUMIDITY,AIR_TEMPERATURE,CARBON_DIOXIDE,EVENT,LIGHT_INTENSITY,SHIELD_BATTERY_LEVEL,SHIELD_FW_VERSION,SHIELD_ID,SOIL_MOISTURE,SOIL_NITROGEN,SOIL_PHOSPHOROUS,SOIL_POTASSIUM,SOIL_TEMPERATURE,SPEAR_BATTERY_LEVEL,SPEAR_DATA,SPEAR_FW_VERSION,SPEAR_ID,STORE_TIMESTAMP_DATE,Store_timestamp_time,VALVE_POSITION,WATER_DISPENSED
TrayOne2,24/07/2023,04:15:01,367,313,570,95,12,95.1450882,0.82.69,0102030405060708090a640a,737,57,57,52,34,3903,010c0102030405060708090a0b0c1f030000030e023f0f0402e10205026f01090239010b0239001d0239001c0234003e,0.0.3,0102030405060708090a0b0c,24/07/2023,07:03:25,0,0
TrayOne3,24/07/2023,04:15:01,371,314,404,95,16,92.9966507,0.82.69,0102030405060708090a640b,803,197,197,142,34,4201,010c0102030405060708090000021f030000030e0269100c021000040223030a0222000804940100003e,0.0.3,1.02E+22,24/07/2023,07:07:43,0,0
TrayOne,24/07/2023,05:15:00,368,306,1432,95,16,96.0658493,0.82.69,0102030405060708090a6407,603,141,58,53,36,4198,010c0102030405060708090000021f030000030e0266100c02100004025b020a0224000804980500003e,0.0.3,1.02E+22,24/07/2023,08:07:22,0,0
TrayOne2,24/07/2023,05:15:01,371,311,647,95,20,95.75892639,0.82.69,0102030405060708090a640a,727,77,77,70,33,3929,010c0102030405060708090a0b0c1f030000030e02590f0402d70205027301090237010b024d001d024d001c0246003e,0.0.3,0102030405060708090a0b0c,24/07/2023,08:03:33,0,0
TrayOne3,24/07/2023,05:15:01,373,313,406,95,20,94.99163055,0.82.69,0102030405060708090a640b,821,169,178,142,34,4188,010c0102030405060708090000021f030000030e025c100c021400040235030a0222000804960100003e,0.0.3,1.02E+22,24/07/2023,08:07:49,0,0
TrayOne,24/07/2023,06:15:01,358,314,1444,95,28,96.37276459,0.82.69,0102030405060708090a6407,634,144,63,59,36,4195,010c0102030405060708090000021f030000030e0263100c021c0004027a020a0224000804a40500003e,0.0.3,1.02E+22,24/07/2023,09:07:23,0,0
TrayOne2,24/07/2023,06:15:01,377,308,616,95,28,96.37276459,0.82.69,0102030405060708090a640a,767,93,93,85,33,3942,010c0102030405060708090a0b0c1f030000030e02660f0402ff0205027901090234010b025d001d025d001c0255003e,0.0.3,0102030405060708090a0b0c,24/07/2023,09:03:30,0,0
TrayOne3,24/07/2023,06:15:01,386,306,403,95,28,96.21931458,0.82.69,0102030405060708090a640b,813,160,160,126,34,4190,010c0102030405060708090000021f030000030e025e100c021c0004022d030a0222000804930100003e,0.0.3,1.02E+22,24/07/2023,09:07:46,0,0
TrayOne,24/07/2023,07:15:01,357,314,1439,95,32,96.6796875,0.82.69,0102030405060708090a6407,590,157,66,60,36,4201,010c0102030405060708090000021f030000030e0269100c02200004024e020a02240008049f0500003e,0.0.3,1.02E+22,24/07/2023,10:07:23,0,0
TrayOne2,24/07/2023,07:15:01,365,317,644,95,32,96.83315277,0.82.69,0102030405060708090a640a,778,90,90,83,33,3919,010c0102030405060708090a0b0c1f030000030e024f0f04020a0305026d0109023d010b025a001d025a001c0253003e,0.0.3,0102030405060708090a0b0c,24/07/2023,10:03:31,0,0
TrayOne3,24/07/2023,07:15:01,368,318,401,95,28,96.37276459,0.82.69,0102030405060708090a640b,837,152,152,126,34,4204,010c0102030405060708090000021f030000030e026c100c021c00040245030a0222000804910100003e,0.0.3,1.02E+22,24/07/2023,10:07:46,0,0
TrayOne,24/07/2023,08:15:00,361,304,1445,95,32,96.98661041,0.82.69,0102030405060708090a6407,629,162,67,62,35,4204,010c0102030405060708090000021f030000030e026c100c022000040275020a0223000804a50500003e,0.0.3,1.02E+22,24/07/2023,11:07:24,0,0
TrayOne2,24/07/2023,08:15:01,365,314,608,95,32,96.6796875,0.82.69,0102030405060708090a640a,751,72,72,66,33,3938,010c0102030405060708090a0b0c1f030000030e02620f0402ef0205026d0109023a010b0248001d0248001c0242003e,0.0.3,0102030405060708090a0b0c,24/07/2023,11:03:32,0,0
TrayOne3,24/07/2023,08:15:01,368,311,458,95,28,96.52622223,0.82.69,0102030405060708090a640b,786,137,137,104,34,4208,010c0102030405060708090000021f030000030e0270100c021c00040212030a0222000804ca0100003e,0.0.3,1.02E+22,24/07/2023,11:07:48,0,0
TrayOne,24/07/2023,09:15:00,347,315,1430,95,32,97.14006042,0.82.69,0102030405060708090a6407,611,166,58,53,35,4204,010c0102030405060708090000021f030000030e026c100c022000040263020a0223000804960500003e,0.0.3,1.02E+22,24/07/2023,12:07:25,0,0
TrayOne2,24/07/2023,09:15:00,352,318,601,95,32,96.98661041,0.82.69,0102030405060708090a640a,726,80,80,71,33,3948,010c0102030405060708090a0b0c1f030000030e026c0f0402d6020502600109023e010b0250001d0250001c0247003e,0.0.3,0102030405060708090a0b0c,24/07/2023,12:03:34,0,0
TrayOne3,24/07/2023,09:15:01,358,317,394,95,28,96.52622223,0.82.69,0102030405060708090a640b,792,115,129,84,34,4187,010c0102030405060708090000021f030000030e025b100c021c00040218030a02220008048a0100003e,0.0.3,1.02E+22,24/07/2023,12:07:48,0,0
TrayOne,24/07/2023,10:15:01,361,303,1404,95,36,97.44698334,0.82.69,0102030405060708090a6407,623,142,58,53,35,4201,010c0102030405060708090000021f030000030e0269100c02240004026f020a02230008047c0500003e,0.0.3,1.02E+22,24/07/2023,13:07:25,0,0
TrayOne2,24/07/2023,10:15:01,360,312,593,95,36,96.52622223,0.82.69,0102030405060708090a640a,747,90,90,81,33,3953,010c0102030405060708090a0b0c1f030000030e02710f0402eb0205026801090238010b025a001d025a001c0251003e,0.0.3,0102030405060708090a0b0c,24/07/2023,13:03:35,0,0
TrayOne3,24/07/2023,10:15:01,364,308,408,95,28,96.52622223,0.82.69,0102030405060708090a640b,823,115,115,72,34,4190,010c0102030405060708090000021f030000030e025e100c021c00040237030a0222000804980100003e,0.0.3,1.02E+22,24/07/2023,13:07:49,0,0
TrayOne,24/07/2023,11:15:00,335,316,1409,95,40,97.60044861,0.82.69,0102030405060708090a6407,626,142,58,53,35,4200,010c0102030405060708090000021f030000030e0268100c022800040272020a0223000804810500003e,0.0.3,1.02E+22,24/07/2023,14:07:27,0,0
TrayOne2,24/07/2023,11:15:01,356,316,625,95,40,97.75391388,0.82.69,0102030405060708090a640a,717,67,66,61,33,3940,010c0102030405060708090a0b0c1f030000030e02640f0402cd020502640109023c010b0243001d0242001c023d003e,0.0.3,0102030405060708090a0b0c,24/07/2023,14:03:36,0,0
TrayOne3,24/07/2023,11:15:01,361,314,400,95,32,96.6796875,0.82.69,0102030405060708090a640b,802,96,96,66,34,4198,010c0102030405060708090000021f030000030e0266100c022000040222030a0222000804900100003e,0.0.3,1.02E+22,24/07/2023,14:07:51,0,0
TrayOne,24/07/2023,12:15:01,351,309,1374,95,32,97.75391388,0.82.69,0102030405060708090a6407,629,143,57,52,35,4198,010c0102030405060708090000021f030000030e0266100c022000040275020a02230008045e0500003e,0.0.3,1.02E+22,24/07/2023,15:07:28,0,0
TrayOne2,24/07/2023,12:15:01,348,317,615,95,36,97.2935257,0.82.69,0102030405060708090a640a,721,86,86,78,33,3921,010c0102030405060708090a0b0c1f030000030e02510f0402d10205025c0109023d010b0256001d0256001c024e003e,0.0.3,0102030405060708090a0b0c,24/07/2023,15:03:37,0,0
TrayOne3,24/07/2023,12:15:02,359,314,387,95,28,96.6796875,0.82.69,0102030405060708090a640b,805,89,89,61,34,4206,010c0102030405060708090000021f030000030e026e100c021c00040225030a0222000804830100003e,0.0.3,1.02E+22,24/07/2023,15:07:52,0,0
TrayOne,24/07/2023,13:15:01,375,307,1397,95,24,97.90736389,0.82.69,0102030405060708090a6407,606,140,57,53,34,4201,010c0102030405060708090000021f030000030e0269100c02180004025e020a0222000804750500003e,0.0.3,1.02E+22,24/07/2023,16:07:29,0,0
TrayOne2,24/07/2023,13:15:01,367,309,627,95,28,98.36774445,0.82.69,0102030405060708090a640a,721,104,104,96,33,3942,010c0102030405060708090a0b0c1f030000030e02660f0402d10205026f01090235010b0268001d0268001c0260003e,0.0.3,0102030405060708090a0b0c,24/07/2023,16:03:38,0,0
TrayOne3,24/07/2023,13:15:02,368,306,427,95,24,96.52622223,0.82.69,0102030405060708090a640b,826,84,84,55,34,4190,010c0102030405060708090000021f030000030e025e100c02180004023a030a0222000804ab0100003e,0.0.3,1.02E+22,24/07/2023,16:07:54,0,0
TrayOne,24/07/2023,14:15:01,327,324,1400,95,4,97.90736389,0.82.69,0102030405060708090a6407,591,141,59,54,34,4200,010c0102030405060708090000021f030000030e0268100c02040004024f020a0222000804780500003e,0.0.3,1.02E+22,24/07/2023,17:07:30,0,0
TrayOne2,24/07/2023,14:15:01,347,320,606,95,4,98.98158264,0.82.69,0102030405060708090a640a,761,94,94,85,33,3953,010c0102030405060708090a0b0c1f030000030e02710f0402f90205025b01090240010b025e001d025e001c0255003e,0.0.3,0102030405060708090a0b0c,24/07/2023,17:03:41,0,0
TrayOne3,24/07/2023,14:15:01,344,325,382,95,0,96.52622223,0.82.69,0102030405060708090a640b,794,84,89,55,34,4203,010c0102030405060708090000021f030000030e026b100c02000004021a030a02220008047e0100003e,0.0.3,1.02E+22,24/07/2023,17:07:55,0,0
TrayOne,24/07/2023,15:15:00,327,324,1406,95,0,98.36774445,0.82.69,0102030405060708090a6407,598,146,83,76,34,4203,010c0102030405060708090000021f030000030e026b100c020000040256020a02220008047e0500003e,0.0.3,1.02E+22,24/07/2023,18:07:30,0,0
TrayOne2,24/07/2023,15:15:01,338,325,630,95,0,98.2142868,0.82.69,0102030405060708090a640a,720,86,87,79,33,3955,010c0102030405060708090a0b0c1f030000030e02730f0402d00205025201090245010b0256001d0257001c024f003e,0.0.3,0102030405060708090a0b0c,24/07/2023,18:03:42,0,0
TrayOne3,24/07/2023,15:15:01,342,326,367,95,0,96.6796875,0.82.69,0102030405060708090a640b,801,89,89,61,35,4196,010c0102030405060708090000021f030000030e0264100c020000040221030a02230008046f0100003e,0.0.3,1.02E+22,24/07/2023,18:07:56,0,0
TrayOne,24/07/2023,16:15:01,317,330,1395,95,0,96.37276459,0.82.69,0102030405060708090a6407,615,204,62,57,34,4005,010c0102030405060708090000021f030000030e02a50f0c020000040267020a0222000804730500003e,0.0.3,1.02E+22,24/07/2023,19:07:31,0,0
TrayOne2,24/07/2023,16:15:01,329,331,616,95,0,96.83315277,0.82.69,0102030405060708090a640a,758,91,90,85,34,3938,010c0102030405060708090a0b0c1f030000030e02620f0402f6020502490109024b010b025b001d025a001c0255003e,0.0.3,0102030405060708090a0b0c,24/07/2023,19:03:43,0,0
TrayOne3,24/07/2023,16:15:02,334,331,375,95,0,94.83817291,0.82.69,0102030405060708090a640b,783,89,89,61,35,3926,010c0102030405060708090000021f030000030e02560f0c02000004020f030a0223000804770100003e,0.0.3,1.02E+22,24/07/2023,19:07:57,0,0
TrayOne,24/07/2023,17:15:01,317,333,1403,95,0,96.52622223,0.82.69,0102030405060708090a6407,610,151,61,56,35,3992,010c0102030405060708090000021f030000030e02980f0c020000040262020a02230008047b0500003e,0.0.3,1.02E+22,24/07/2023,20:07:32,0,0
TrayOne2,24/07/2023,17:15:01,329,335,605,95,0,96.6796875,0.82.69,0102030405060708090a640a,702,109,109,101,34,3922,010c0102030405060708090a0b0c1f030000030e02520f0402be020502490109024f010b026d001d026d001c0265003e,0.0.3,0102030405060708090a0b0c,24/07/2023,20:03:44,0,0
TrayOne3,24/07/2023,17:15:01,335,334,374,95,0,93.61048889,0.82.69,0102030405060708090a640b,796,96,96,66,36,3911,010c0102030405060708090000021f030000030e02470f0c02000004021c030a0224000804760100003e,0.0.3,1.02E+22,24/07/2023,20:07:58,0,0
TrayOne,24/07/2023,18:15:00,321,335,1427,95,0,96.0658493,0.82.69,0102030405060708090a6407,637,149,56,52,34,3992,010c0102030405060708090000021f030000030e02980f0c02000004027d020a0222000804930500003e,0.0.3,1.02E+22,24/07/2023,21:07:32,0,0
TrayOne2,24/07/2023,18:15:01,334,336,611,95,0,95.91239166,0.82.69,0102030405060708090a640a,684,89,90,83,34,3914,010c0102030405060708090a0b0c1f030000030e024a0f0402ac0205024e01090250010b0259001d025a001c0253003e,0.0.3,0102030405060708090a0b0c,24/07/2023,21:03:45,0,0
TrayOne3,24/07/2023,18:15:01,338,336,408,95,0,93.61048889,0.82.69,0102030405060708090a640b,787,89,89,61,35,3900,010c0102030405060708090000021f030000030e023c0f0c020000040213030a0223000804980100003e,0.0.3,1.02E+22,24/07/2023,21:08:00,0,0
TrayOne,24/07/2023,19:15:01,339,323,1438,95,0,95.91239166,0.82.69,0102030405060708090a6407,612,138,58,53,34,3990,010c0102030405060708090000021f030000030e02960f0c020000040264020a02220008049e0500003e,0.0.3,1.02E+22,24/07/2023,22:07:33,0,0
TrayOne2,24/07/2023,19:15:01,356,325,618,95,0,96.37276459,0.82.69,0102030405060708090a640a,701,73,73,67,34,3909,010c0102030405060708090a0b0c1f030000030e02450f0402bd0205026401090245010b0249001d0249001c0243003e,0.0.3,0102030405060708090a0b0c,24/07/2023,22:03:47,0,0
TrayOne3,24/07/2023,19:15:02,360,324,404,95,0,92.3828125,0.82.69,0102030405060708090a640b,802,78,72,45,35,3903,010c0102030405060708090000021f030000030e023f0f0c020000040222030a0223000804940100003e,0.0.3,1.02E+22,24/07/2023,22:08:00,0,0
TrayOne,24/07/2023,20:15:01,365,308,1467,95,0,95.75892639,0.82.69,0102030405060708090a6407,641,142,60,55,34,3982,010c0102030405060708090000021f030000030e028e0f0c020000040281020a0222000804bb0500003e,0.0.3,1.02E+22,24/07/2023,23:07:34,0,0
TrayOne2,24/07/2023,20:15:01,367,314,632,95,0,96.21931458,0.82.69,0102030405060708090a640a,738,57,58,53,34,3898,010c0102030405060708090a0b0c1f030000030e023a0f0402e20205026f0109023a010b0239001d023a001c0235003e,0.0.3,0102030405060708090a0b0c,24/07/2023,23:03:48,0,0
TrayOne3,24/07/2023,20:15:02,370,315,405,95,0,92.3828125,0.82.69,0102030405060708090a640b,804,72,72,35,35,3905,010c0102030405060708090000021f030000030e02410f0c020000040224030a0223000804950100003e,0.0.3,1.02E+22,24/07/2023,23:08:02,0,0
TrayOne,24/07/2023,21:15:00,362,314,1443,95,0,95.60546112,0.82.69,0102030405060708090a6407,634,148,67,61,34,3982,010c0102030405060708090000021f030000030e028e0f0c02000004027a020a0222000804a30500003e,0.0.3,1.02E+22,24/07/2023,00:07:34,0,0
TrayOne2,24/07/2023,21:15:01,365,320,622,95,0,94.83817291,0.82.69,0102030405060708090a640a,733,77,77,70,33,3882,010c0102030405060708090a0b0c1f030000030e022a0f0402dd0205026d01090240010b024d001d024d001c0246003e,0.0.3,0102030405060708090a0b0c,24/07/2023,00:03:51,0,0
TrayOne3,24/07/2023,21:15:01,366,321,409,95,0,91.30859375,0.82.69,0102030405060708090a640b,782,62,62,40,35,3885,010c0102030405060708090000021f030000030e022d0f0c02000004020e030a0223000804990100003e,0.0.3,1.02E+22,24/07/2023,00:08:03,0,0
TrayOne,24/07/2023,22:15:00,348,319,1429,95,0,95.29855347,0.82.69,0102030405060708090a6407,693,162,58,53,34,3980,010c0102030405060708090000021f030000030e028c0f0c0200000402b5020a0222000804950500003e,0.0.3,1.02E+22,24/07/2023,01:07:35,0,0
TrayOne2,24/07/2023,22:15:01,369,316,590,95,0,95.45201111,0.82.69,0102030405060708090a640a,789,72,72,66,33,3880,010c0102030405060708090a0b0c1f030000030e02280f040215030502710109023c010b0248001d0248001c0242003e,0.0.3,0102030405060708090a0b0c,24/07/2023,01:03:52,0,0
TrayOne3,24/07/2023,22:15:01,375,314,448,95,0,90.54129791,0.82.69,0102030405060708090a640b,794,52,52,26,35,3885,010c0102030405060708090000021f030000030e022d0f0c02000004021a030a0223000804c00100003e,0.0.3,1.02E+22,24/07/2023,01:08:05,0,0
TrayOne,24/07/2023,23:15:01,345,325,1444,95,0,95.1450882,0.82.69,0102030405060708090a6407,696,142,58,54,34,3977,010c0102030405060708090000021f030000030e02890f0c0200000402b8020a0222000804a40500003e,0.0.3,1.02E+22,24/07/2023,02:07:36,0,0
TrayOne2,24/07/2023,23:15:01,355,327,616,95,0,95.91239166,0.82.69,0102030405060708090a640a,774,70,69,64,33,3864,010c0102030405060708090a0b0c1f030000030e02180f0402060305026301090247010b0246001d0245001c0240003e,0.0.3,0102030405060708090a0b0c,24/07/2023,02:03:52,0,0
TrayOne3,24/07/2023,23:15:02,360,326,403,95,0,90.54129791,0.82.69,0102030405060708090a640b,781,47,47,21,35,3879,010c0102030405060708090000021f030000030e02270f0c02000004020d030a0223000804930100003e,0.0.3,1.02E+22,24/07/2023,02:08:11,0,0
TrayOne,25/07/2023,00:15:01,366,317,1443,95,0,94.99163055,0.82.69,0102030405060708090a6407,708,144,80,73,33,3969,010c0102030405060708090000021f030000030e02810f0c0200000402c4020a0221000804a30500003e,0.0.3,1.02E+22,25/07/2023,03:07:37,0,0
TrayOne2,25/07/2023,00:15:01,372,322,611,95,0,96.0658493,0.82.69,0102030405060708090a640a,732,80,79,73,33,3861,010c0102030405060708090a0b0c1f030000030e02150f0402dc0205027401090242010b0250001d024f001c0249003e,0.0.3,0102030405060708090a0b0c,25/07/2023,03:03:54,0,0
TrayOne3,25/07/2023,00:15:02,376,323,394,95,0,89.31361389,0.82.69,0102030405060708090a640b,795,42,42,13,34,3871,010c0102030405060708090000021f030000030e021f0f0c02000004021b030a02220008048a0100003e,0.0.3,1.02E+22,25/07/2023,03:08:07,0,0
TrayOne,25/07/2023,01:15:00,373,316,1443,95,0,94.68470764,0.82.69,0102030405060708090a6407,670,196,58,54,33,3966,010c0102030405060708090000021f030000030e027e0f0c02000004029e020a0221000804a30500003e,0.0.3,1.02E+22,25/07/2023,04:07:37,0,0
TrayOne2,25/07/2023,01:15:01,378,320,623,95,0,94.37779236,0.82.69,0102030405060708090a640a,716,86,88,80,33,3853,010c0102030405060708090a0b0c1f030000030e020d0f0402cc0205027a01090240010b0256001d0258001c0250003e,0.0.3,0102030405060708090a0b0c,25/07/2023,04:03:56,0,0
TrayOne3,25/07/2023,01:15:01,382,321,403,95,0,88.6997757,0.82.69,0102030405060708090a640b,788,33,33,9,34,3858,010c0102030405060708090000021f030000030e02120f0c020000040214030a0222000804930100003e,0.0.3,1.02E+22,25/07/2023,04:08:06,0,0
TrayOne,25/07/2023,02:15:01,393,306,1465,95,0,94.37779236,0.82.69,0102030405060708090a6407,685,145,70,64,33,3963,010c0102030405060708090000021f030000030e027b0f0c0200000402ad020a0221000804b90500003e,0.0.3,1.02E+22,25/07/2023,05:07:38,0,0
TrayOne2,25/07/2023,02:15:01,394,310,590,95,0,94.07086945,0.82.69,0102030405060708090a640a,684,82,83,75,33,3843,010c0102030405060708090a0b0c1f030000030e02030f0402ac0205028a01090236010b0252001d0253001c024b003e,0.0.3,0102030405060708090a0b0c,25/07/2023,05:03:56,0,0
TrayOne3,25/07/2023,02:15:02,397,312,402,95,0,87.93247986,0.82.69,0102030405060708090a640b,779,20,20,253,34,3858,010c0102030405060708090000021f030000030e02120f0c02000004020b030a0222000804920100003e,0.0.3,1.02E+22,25/07/2023,05:08:09,0,0
TrayOne,25/07/2023,03:15:01,384,312,1441,95,0,94.07086945,0.82.69,0102030405060708090a6407,663,170,68,62,33,3948,010c0102030405060708090000021f030000030e026c0f0c020000040297020a0221000804a10500003e,0.0.3,1.02E+22,25/07/2023,06:07:39,0,0
TrayOne2,25/07/2023,03:15:01,386,317,651,95,0,94.22432709,0.82.69,0102030405060708090a640a,721,65,64,59,33,3834,010c0102030405060708090a0b0c1f030000030e02fa0e0402d1020502820109023d010b0241001d0240001c023b003e,0.0.3,0102030405060708090a0b0c,25/07/2023,06:03:59,0,0
TrayOne3,25/07/2023,03:15:01,389,319,403,95,0,87.4720993,0.82.69,0102030405060708090a640b,799,16,20,249,34,3856,010c0102030405060708090000021f030000030e02100f0c02000004021f030a0222000804930100003e,0.0.3,1.02E+22,25/07/2023,06:08:09,0,0
TrayOne,25/07/2023,04:15:00,395,314,1453,95,0,95.91239166,0.82.69,0102030405060708090a6407,715,166,57,52,32,4196,010c0102030405060708090000021f030000030e0264100c0200000402cb020a0220000804ad0500003e,0.0.3,1.02E+22,25/07/2023,07:07:40,0,0
TrayOne2,25/07/2023,04:15:01,405,308,622,95,0,96.52622223,0.82.69,0102030405060708090a640a,734,57,57,52,33,3890,010c0102030405060708090a0b0c1f030000030e02320f0402de0205029501090234010b0239001d0239001c0234003e,0.0.3,0102030405060708090a0b0c,25/07/2023,07:04:00,0,0
TrayOne3,25/07/2023,04:15:01,408,306,428,95,0,93.45703125,0.82.69,0102030405060708090a640b,787,12,12,249,34,4201,010c0102030405060708090000021f030000030e0269100c020000040213030a0222000804ac0100003e,0.0.3,1.02E+22,25/07/2023,07:08:12,0,0
TrayOne,25/07/2023,05:15:00,383,317,1393,95,0,95.91239166,0.82.69,0102030405060708090a6407,679,141,57,52,32,4203,010c0102030405060708090000021f030000030e026b100c0200000402a7020a0220000804710500003e,0.0.3,1.02E+22,25/07/2023,08:07:41,0,0
TrayOne2,25/07/2023,05:15:01,385,316,656,95,0,95.1450882,0.82.69,0102030405060708090a640a,729,59,60,54,33,3938,010c0102030405060708090a0b0c1f030000030e02620f0402d9020502810109023c010b023b001d023c001c0236003e,0.0.3,0102030405060708090a0b0c,25/07/2023,08:04:00,0,0
TrayOne3,25/07/2023,05:15:01,390,321,404,95,0,94.99163055,0.82.69,0102030405060708090a640b,818,12,12,242,34,4198,010c0102030405060708090000021f030000030e0266100c020000040232030a0222000804940100003e,0.0.3,1.02E+22,25/07/2023,08:08:12,0,0
TrayOne,25/07/2023,06:15:01,396,309,1435,95,12,96.52622223,0.82.69,0102030405060708090a6407,675,141,57,52,33,4200,010c0102030405060708090000021f030000030e0268100c020c000402a3020a02210008049b0500003e,0.0.3,1.02E+22,25/07/2023,09:07:42,0,0
TrayOne2,25/07/2023,06:15:01,414,306,629,95,12,96.52622223,0.82.69,0102030405060708090a640a,748,61,61,56,33,3951,010c0102030405060708090a0b0c1f030000030e026f0f0402ec0205029e01090232010b023d001d023d001c0238003e,0.0.3,0102030405060708090a0b0c,25/07/2023,09:04:02,0,0
TrayOne3,25/07/2023,06:15:01,391,319,365,95,20,96.0658493,0.82.69,0102030405060708090a640b,790,5,8,246,35,4203,010c0102030405060708090000021f030000030e026b100c021400040216030a02230008046d0100003e,0.0.3,1.02E+22,25/07/2023,09:08:13,0,0
TrayOne,25/07/2023,07:15:01,379,317,1433,95,12,96.83315277,0.82.69,0102030405060708090a6407,698,140,58,53,33,4198,010c0102030405060708090000021f030000030e0266100c020c000402ba020a0221000804990500003e,0.0.3,1.02E+22,25/07/2023,10:07:43,0,0
TrayOne2,25/07/2023,07:15:01,396,314,675,95,16,95.75892639,0.82.69,0102030405060708090a640a,776,83,83,77,33,3926,010c0102030405060708090a0b0c1f030000030e02560f0402080305028c0109023a010b0253001d0253001c024d003e,0.0.3,0102030405060708090a0b0c,25/07/2023,10:13:56,0,0
TrayOne3,25/07/2023,07:15:02,398,313,364,95,16,96.37276459,0.82.69,0102030405060708090a640b,791,5,12,246,35,4193,010c0102030405060708090000021f030000030e0261100c021000040217030a02230008046c0100003e,0.0.3,1.02E+22,25/07/2023,10:08:14,0,0
TrayOne,25/07/2023,08:15:00,389,315,1476,95,20,96.98661041,0.82.69,0102030405060708090a6407,701,142,58,54,33,4198,010c0102030405060708090000021f030000030e0266100c0214000402bd020a0221000804c40500003e,0.0.3,1.02E+22,25/07/2023,11:07:44,0,0
TrayOne2,25/07/2023,08:15:00,400,311,610,95,20,97.75391388,0.82.69,0102030405060708090a640a,740,102,103,94,33,3947,010c0102030405060708090a0b0c1f030000030e026b0f0402e40205029001090237010b0266001d0267001c025e003e,0.0.3,0102030405060708090a0b0c,25/07/2023,11:04:04,0,0
TrayOne3,25/07/2023,08:15:00,397,314,403,95,20,96.52622223,0.82.69,0102030405060708090a640b,796,8,8,242,34,4200,010c0102030405060708090000021f030000030e0268100c02140004021c030a0222000804930100003e,0.0.3,1.02E+22,25/07/2023,11:08:15,0,0
TrayOne,25/07/2023,09:15:01,368,318,1469,95,40,97.2935257,0.82.69,0102030405060708090a6407,695,144,57,52,33,4201,010c0102030405060708090000021f030000030e0269100c0228000402b7020a0221000804bd0500003e,0.0.3,1.02E+22,25/07/2023,12:07:44,0,0
TrayOne2,25/07/2023,09:15:01,387,315,597,95,36,97.75391388,0.82.69,0102030405060708090a640a,743,90,90,82,33,3948,010c0102030405060708090a0b0c1f030000030e026c0f0402e7020502830109023b010b025a001d025a001c0252003e,0.0.3,0102030405060708090a0b0c,25/07/2023,12:04:05,0,0
TrayOne3,25/07/2023,09:15:01,395,311,396,95,32,96.52622223,0.82.69,0102030405060708090a640b,790,5,5,239,34,4196,010c0102030405060708090000021f030000030e0264100c022000040216030a02220008048c0100003e,0.0.3,1.02E+22,25/07/2023,12:08:17,0,0
TrayOne,25/07/2023,10:15:01,368,313,1480,95,36,97.44698334,0.82.69,0102030405060708090a6407,711,140,57,53,32,4200,010c0102030405060708090000021f030000030e0268100c0224000402c7020a0220000804c80500003e,0.0.3,1.02E+22,25/07/2023,13:07:44,0,0
TrayOne2,25/07/2023,10:15:01,381,314,576,95,32,98.2142868,0.82.69,0102030405060708090a640a,740,118,118,109,33,3951,010c0102030405060708090a0b0c1f030000030e026f0f0402e40205027d0109023a010b0276001d0276001c026d003e,0.0.3,0102030405060708090a0b0c,25/07/2023,13:04:07,0,0
TrayOne3,25/07/2023,10:15:01,378,317,398,95,28,96.52622223,0.82.69,0102030405060708090a640b,768,1,250,229,34,4201,010c0102030405060708090000021f030000030e0269100c021c00040200030a02220008048e0100003e,0.0.3,1.02E+22,25/07/2023,13:08:18,0,0
TrayOne,25/07/2023,11:15:00,387,302,1336,95,32,97.60044861,0.82.69,0102030405060708090a6407,733,141,55,50,32,4198,010c0102030405060708090000021f030000030e0266100c0220000402dd020a0220000804380500003e,0.0.3,1.02E+22,25/07/2023,14:07:45,0,0
TrayOne2,25/07/2023,11:15:01,384,308,579,95,32,98.52120972,0.82.69,0102030405060708090a640a,710,105,105,98,32,3955,010c0102030405060708090a0b0c1f030000030e02730f0402c60205028001090234010b0269001d0269001c0262003e,0.0.3,0102030405060708090a0b0c,25/07/2023,14:04:08,0,0
TrayOne3,25/07/2023,11:15:01,388,309,416,95,28,96.6796875,0.82.69,0102030405060708090a640b,825,247,250,236,34,4203,010c0102030405060708090000021f030000030e026b100c021c00040239030a0222000804a00100003e,0.0.3,1.02E+22,25/07/2023,14:08:20,0,0
TrayOne,25/07/2023,12:15:00,378,305,1423,95,24,97.60044861,0.82.69,0102030405060708090a6407,691,134,56,51,32,4206,010c0102030405060708090000021f030000030e026e100c0218000402b3020a02200008048f0500003e,0.0.3,1.02E+22,25/07/2023,15:07:46,0,0
TrayOne2,25/07/2023,12:15:00,389,313,578,95,32,98.67465973,0.82.69,0102030405060708090a640a,719,97,98,89,32,3951,010c0102030405060708090a0b0c1f030000030e026f0f0402cf0205028501090239010b0261001d0262001c0259003e,0.0.3,0102030405060708090a0b0c,25/07/2023,15:04:10,0,0
TrayOne3,25/07/2023,12:15:00,404,310,401,95,24,96.6796875,0.82.69,0102030405060708090a640b,791,243,243,223,34,4193,010c0102030405060708090000021f030000030e0261100c021800040217030a0222000804910100003e,0.0.3,1.02E+22,25/07/2023,15:08:20,0,0
